wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag
OAX,2019-02-23 18:00,2019-02-24 03:56,2019-02-22 19:46,201902240900,BZ,C,W,1,CAN,NEZ088,1488.96875,2019-02-24 03:56,,,,,FALSE,,,,,,
OAX,2019-04-11 06:00,2019-04-12 01:12,2019-04-09 20:25,201904121200,BZ,C,W,2,CAN,NEZ011,2946.799072,2019-04-12 01:12,,,,,FALSE,,,,,,
OAX,2019-04-11 06:00,2019-04-12 01:12,2019-04-10 08:32,201904121200,BZ,C,W,2,CAN,NEZ016,2219.640137,2019-04-12 01:12,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,NEZ042,1782.21936,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,NEZ043,1082.785156,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,IAZ043,1807.298706,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,NEZ012,1928.451782,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,NEZ015,1024.825806,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,NEZ016,2219.640137,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,NEZ017,1487.47876,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,NEZ018,1146.637451,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,NEZ030,1777.519531,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,NEZ031,1487.263794,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,NEZ032,1114.573608,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,NEZ033,1485.840332,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,NEZ034,1285.411133,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2020-12-23 12:00,2020-12-24 00:14,2020-12-23 04:51,202012240300,BZ,C,W,1,CAN,NEZ011,2946.799072,2020-12-24 00:14,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 09:51,202101160000,BZ,C,W,1,EXT,IAZ043,1807.298706,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 09:51,202101160000,BZ,C,W,1,EXT,IAZ055,1812.685303,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 00:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ032,1114.573608,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 00:00,2021-01-15 21:00,2021-01-14 09:51,202101160000,BZ,C,W,1,EXT,NEZ018,1146.637451,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 09:51,202101160000,BZ,C,W,1,EXT,IAZ056,1529.434692,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 00:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ011,2946.799072,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ066,2190.297852,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ090,974.8618164,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ092,1120.110596,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 00:00,2021-01-15 21:00,2021-01-14 09:51,202101160000,BZ,C,W,1,EXT,NEZ012,1928.451782,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 00:00,2021-01-15 21:00,2021-01-14 09:51,202101160000,BZ,C,W,1,EXT,NEZ015,1024.825806,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 09:51,202101160000,BZ,C,W,1,EXT,IAZ091,1384.882935,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ044,1406.581543,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ045,1018.480652,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ052,878.4085083,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ053,639.6297607,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 00:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ033,1485.840332,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 00:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ017,1487.47876,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 00:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ031,1487.263794,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 09:51,202101160000,BZ,C,W,1,EXT,IAZ080,1098.785156,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 09:51,202101160000,BZ,C,W,1,EXT,IAZ090,1336.678345,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 09:51,202101160000,BZ,C,W,1,EXT,NEZ034,1285.411133,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 09:51,202101160000,BZ,C,W,1,EXT,IAZ069,2482.595215,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 09:51,202101160000,BZ,C,W,1,EXT,IAZ079,1137.282593,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ067,1464.551025,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ068,1601.324707,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ091,1065.592407,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ093,1438.433105,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ043,1082.785156,2021-01-15 20:10,,,,,FALSE,,,,,,
OAX,2021-01-15 06:00,2021-01-15 21:00,2021-01-14 20:49,202101160000,BZ,C,W,1,EXT,NEZ051,1962.840576,2021-01-15 20:10,,,,,FALSE,,,,,,
